results.date,b.1.617.2,ay.103,ay.119,ay.25,ay.3,ay.39,ay.44,other
2021-02-11,0,0,0,0,0,0.005450185306300414,0,99.99454981469368
2021-02-12,0,0,0,0,0,0.005502063273727647,0,99.99449793672626
2021-02-13,0,0,0,0,0,0.005491186645434077,0,99.99450881335456
2021-02-14,0,0,0,0,0,0.00549299642955232,0,99.99450700357045
2021-02-15,0,0,0,0,0,0,0,100
2021-02-16,0,0,0,0,0,0,0,100
2021-02-17,0,0,0,0,0,0,0,100
2021-02-18,0,0,0,0,0,0,0,100
2021-02-19,0,0,0,0,0,0,0,100
2021-02-20,0,0,0,0,0,0,0,100
2021-02-21,0,0,0,0,0,0,0,100
2021-02-22,0,0,0,0,0,0,0,100
2021-02-23,0,0,0,0,0,0,0,100
2021-02-24,0,0,0,0,0,0,0.006136851795029149,99.99386314820497
2021-02-25,0,0,0,0,0,0,0.0060168471720818285,99.99398315282791
2021-02-26,0,0,0,0,0,0,0.0058626956674679015,99.99413730433253
2021-02-27,0,0,0,0,0,0,0.005805852299117509,99.99419414770088
2021-02-28,0,0,0,0,0,0,0.005762360262763627,99.99423763973722
2021-03-01,0,0,0,0,0,0,0.005765682656826568,99.99423431734317
2021-03-02,0,0,0,0,0,0,0.0056401579244218835,99.99435984207558
2021-03-03,0,0.00537547707359028,0,0,0,0,0,99.9946245229264
2021-03-04,0,0.010353574571620852,0,0,0,0,0,99.98964642542838
2021-03-05,0,0.010149193139145437,0,0,0,0,0,99.98985080686086
2021-03-06,0,0.01007658202337767,0,0,0,0,0,99.98992341797663
2021-03-07,0,0.009862905611993293,0,0,0,0,0,99.990137094388
2021-03-08,0,0.009430848304805017,0,0,0,0,0,99.9905691516952
2021-03-09,0,0.009287638153617534,0,0,0,0,0.004643819076808767,99.98606854276957
2021-03-10,0,0.004682305567261319,0,0,0,0,0.009364611134522638,99.98595308329821
2021-03-11,0,0,0,0,0,0,0.009429514380009428,99.99057048561998
2021-03-12,0,0,0,0.004489136290177769,0,0,0.008978272580355539,99.98653259112946
2021-03-13,0,0,0,0.004355211009973433,0,0,0.008710422019946866,99.98693436697008
2021-03-14,0,0,0,0.004310902271845497,0,0,0.008621804543690994,99.98706729318447
2021-03-15,0,0,0,0.003980891719745222,0,0.003980891719745222,0.007961783439490444,99.984076433121
2021-03-16,0.011509245760761143,0,0,0.0038364152535870478,0,0.0038364152535870478,0.0038364152535870478,99.97698150847847
2021-03-17,0.01120238984316654,0,0,0.0037341299477221803,0,0.0037341299477221803,0,99.98132935026138
2021-03-18,0.010681098016876132,0,0,0.003560366005625378,0,0.003560366005625378,0,99.98219816997185
2021-03-19,0.014124792542109538,0,0,0,0,0.0035311981355273846,0,99.98234400932236
2021-03-20,0.01389998957500782,0.003474997393751955,0,0,0,0.003474997393751955,0,99.97915001563752
2021-03-21,0.013598041881968998,0.0033995104704922494,0,0,0,0.0033995104704922494,0,99.97960293717706
2021-03-22,0.014069149871619006,0.0035172874679047514,0,0,0,0,0,99.98241356266048
2021-03-23,0.003472222222222222,0.003472222222222222,0,0,0,0,0,99.99305555555557
2021-03-24,0.006692992436918546,0.003346496218459273,0,0,0,0,0,99.98996051134462
2021-03-25,0.013112174654166394,0.0032780436635415984,0,0,0,0,0,99.9836097816823
2021-03-26,0.009790164148418889,0.003263388049472963,0,0,0,0,0,99.98694644780211
2021-03-27,0.009670556379343689,0,0,0,0,0,0,99.99032944362065
2021-03-28,0.016066838046272496,0,0,0,0,0,0,99.98393316195373
2021-03-29,0.021713505800607977,0,0,0.003101929400086854,0,0,0,99.9751845647993
2021-03-30,0.02129731045393696,0,0,0.006084945843981988,0,0,0.003042472921990994,99.96957527078008
2021-03-31,0.026609898882384245,0,0,0.008869966294128081,0,0,0.002956655431376027,99.9615634793921
2021-04-01,0.033827592039240004,0,0,0.008456898009810001,0,0,0.008456898009810001,99.94925861194113
2021-04-02,0.032721620810950834,0,0,0.008180405202737709,0,0,0.008180405202737709,99.95091756878358
2021-04-03,0.03499892311005815,0,0,0.008076674563859573,0,0,0.02153779883695886,99.93538660348912
2021-04-04,0.02977882454858009,0,0,0.008121497604158206,0,0,0.021657326944421882,99.94044235090284
2021-04-05,0.039702495963579575,0,0,0.007940499192715915,0,0,0.034408829835102295,99.9179481750086
2021-04-06,0.046752032414742475,0,0,0.005194670268304719,0,0,0.03376535674398067,99.91428794057296
2021-04-07,0.05415860735009672,0,0,0.0025789813023855577,0,0,0.03868471953578337,99.90457769181175
2021-04-08,0.05237384450205567,0,0,0.0026186922251027834,0,0,0.03666169115143897,99.9083457721214
2021-04-09,0.06388796606271242,0,0,0.005111037285016993,0,0,0.03577726099511896,99.89522373565714
2021-04-10,0.07523322299127294,0,0,0.005015548199418195,0,0,0.02256996689738188,99.89718126191191
2021-04-11,0.09527532124883958,0,0,0.004885913910196902,0,0,0.02442956955098451,99.87540919528998
2021-04-12,0.1120666552975857,0,0,0.0024362316369040365,0,0,0.021926084732136333,99.86357102833338
2021-04-13,0.13976913993782683,0,0,0.002409812757548738,0,0,0.021688314817938644,99.83613273248667
2021-04-14,0.14449475002408244,0,0,0.0024082458337347074,0,0,0.016857720836142953,99.83623928330604
2021-04-15,0.19678659073019403,0.002315136361531694,0,0.002315136361531694,0,0,0.01620595453072186,99.782377182016
2021-04-16,0.22382960676672242,0.004712202247720471,0,0,0,0,0.01649270786702165,99.75496548311853
2021-04-17,0.25409305558884865,0.004794208596016012,0,0,0,0,0.016779730086056044,99.72433300572908
2021-04-18,0.26504368312555215,0.004908216354176892,0,0.007362324531265338,0,0,0.014724649062530676,99.70796112692646
2021-04-19,0.3018510203063413,0.007483909594372099,0,0.007483909594372099,0,0,0.0099785461258294645,99.67320261437908
2021-04-20,0.35018659577731204,0.007668319615561577,0,0.010224426154082103,0,0,0.01278053269260263,99.61914012576045
2021-04-21,0.3939489442168295,0.00787897888433659,0,0.010505305179115453,0,0,0.021010610358230906,99.5666561613615
2021-04-22,0.4183747964283709,0.008423653619363172,0,0.01403942269893862,0,0.002807884539787724,0.030886729937664965,99.52546751277588
2021-04-23,0.4543624547075402,0.005751423477310634,0,0.017254270431931906,0.005751423477310634,0.002875711738655317,0.06038994651176167,99.4536147696555
2021-04-24,0.4545454545454546,0.00590318772136954,0,0.020661157024793392,0.00590318772136954,0.00295159386068477,0.07378984651711927,99.43624557260921
2021-04-25,0.5108217438804736,0.005905453686479464,0,0.01476363421619866,0.005905453686479464,0.005905453686479464,0.07972362476747276,99.37697463607643
2021-04-26,0.5224257175932796,0.002968327940870907,0,0.017809967645225442,0.005936655881741814,0.008904983822612721,0.11576478969396538,99.32618955742231
2021-04-27,0.5190414046743386,0.00889785265156009,0.005931901767706727,0.01779570530312018,0.00889785265156009,0.011863803535413454,0.20465061098588208,99.22292086843042
2021-04-28,0.5678946273005678,0.01189308120001189,0.005946540600005945,0.02081289210002081,0.01189308120001189,0.017839621800017837,0.21110219130021107,99.15261796449914
2021-04-29,0.5802421622901801,0.008881257586074186,0.005920838390716124,0.02960419195358062,0.01480209597679031,0.020722934367506437,0.22499185884721273,99.11483466058793
2021-04-30,0.5859775570595648,0.00878966335589347,0.0058597755705956465,0.03515865342357388,0.011719551141191293,0.023439102282382586,0.21681169611203893,99.11224400105478
2021-05-01,0.6224793968086971,0.008767315448009818,0.005844876965339879,0.032146823309369334,0.011689753930679758,0.023379507861359516,0.21626044771757552,99.07943187795897
2021-05-02,0.6006713385548553,0.008833402037571401,0.0058889346917142685,0.03238914080442848,0.011777869383428537,0.020611271420999937,0.2149461162475708,99.10488192685943
2021-05-03,0.6262311469144151,0.008820156998794577,0.005880104665863052,0.03528062799517831,0.011760209331726104,0.017640313997589155,0.23814423896745363,99.05624320112898
2021-05-04,0.6793314897198508,0.003005891547432968,0.003005891547432968,0.045088373211494524,0.009017674642298903,0.024047132379463744,0.17434170975111218,99.0621618372009
2021-05-05,0.7035846424455634,0,0.0030326924243343246,0.05762115606235218,0.006065384848668649,0.024261539394674597,0.20015770000606542,99.00527688481836
2021-05-06,0.740973312401884,0.0031397174254317118,0.0031397174254317118,0.07221350078492936,0.0031397174254317118,0.031397174254317116,0.25431711145996866,98.89167974882263
2021-05-07,0.7723018522154593,0.0098173964264677,0.003272465475489234,0.07526670593625238,0,0.03272465475489234,0.28143203089207414,98.82518489429938
2021-05-08,0.7612152378374721,0.010149536504499629,0.010149536504499629,0.09134582854049665,0.003383178834833209,0.033831788348332094,0.3180188104743217,98.77190608295554
2021-05-09,0.7266687428630748,0.01038098204090107,0.013841309387868091,0.10034949306204367,0.006920654693934046,0.03460327346967023,0.32873109796186717,98.77850444652064
2021-05-10,0.7212418539942886,0.014644504649630226,0.014644504649630226,0.13546166800907958,0.010983378487222669,0.04759464011129824,0.37709599472797833,98.67833345537088
2021-05-11,0.7062466953697409,0.018883601480474355,0.018883601480474355,0.13973865095551022,0.015106881184379483,0.04532064355313845,0.468313316715764,98.58750660926052
2021-05-12,0.6953602685529313,0.023977940294928668,0.023977940294928668,0.15585661191703634,0.015985293529952444,0.047955880589857336,0.5514926267833594,98.48539343803702
2021-05-13,0.6780648113482258,0.03743916136278548,0.03743916136278548,0.14143683181496736,0.0166396272723491,0.04575897499896003,0.5449477931694331,98.4982736386705
2021-05-14,0.7088784842252658,0.03500634490001313,0.03938213801251477,0.14877696582505576,0.021878965562508207,0.05250951735001969,0.6082352426377281,98.3853323414869
2021-05-15,0.6854596864021933,0.042841230400137084,0.02998886128009596,0.14994430640047982,0.021420615200068542,0.055693599520178216,0.6169137177619741,98.39773798303487
2021-05-16,0.7427472911569382,0.043691017126878715,0.02621461027612723,0.15291855994407552,0.017476406850751487,0.056798322264942344,0.6859489688919959,98.2742048234883
